layer,position,p10,p50,p90,mean,std
8,11,1.903095293045044,4.8006815910339355,10.408590412139892,5.617327498859829,3.7184498287560253
8,12,1.8266968250274658,4.641268730163574,10.36702241897583,5.551001411014133,3.7013578209112614
8,13,1.6661269664764404,4.404615879058838,9.951128578186035,5.254149912926886,3.704814511915241
8,14,1.6615710735321045,4.272207260131836,9.81264877319336,5.179507637553745,3.6615038441170573
8,15,1.5993136405944826,4.18958854675293,9.57868499755859,5.036559814479616,3.6387449923071857
8,16,1.5427576065063477,4.196018695831299,9.568704605102537,5.0540094829267925,3.6205949313553343
8,17,1.4739646911621096,4.135035514831543,9.53690366744995,4.935748797721333,3.546269936376857
8,18,1.430349397659302,3.969942092895508,9.39550952911377,4.846801169051064,3.6052101757913624
8,19,1.1970280647277833,3.741962194442749,9.210971546173095,4.615261042912801,3.605988088243376
8,20,1.3137356758117678,3.7608344554901123,8.94571371078491,4.655182534986072,3.5376283007226172
8,21,1.002365779876709,3.4806699752807617,8.913099002838134,4.411228804985682,3.6402611631629527
8,22,1.0537320137023927,3.5371570587158203,8.908454608917236,4.448088378840023,3.609618646503135
8,23,1.034576416015625,3.5064544677734375,8.964413356781005,4.4237561871608095,3.6024257999291183
8,24,0.9691391944885255,3.239381790161133,8.467910957336425,4.198926184707218,3.5402754185846685
8,25,0.7825749397277834,3.217972755432129,8.355775833129883,4.103726193441285,3.4953993299095516
